source,provider,tweet_raw,tweet_processed,pos_count,neg_count,label
playstore,telkomsel,"aplikasi sampah, gua dari SMA sampe sekarang kerja itu pake telkomsel terus ga pernah tuh dari aplikasi ada notifikasi kalau kuota mau habis, jadi percuma dong ada aplikasi MYTELKOMSEL Sampah ini ? sayang banget kan kalau ada sisa pulsa terus kesedot mana paket mahal mahal lagi ga ngotak",aplikasi sampah gua sma sampe kerja pake telkomsel tuh aplikasi notifikasi kuota habis aplikasi mytelkomsel sampah sayang sisa pulsa sedot paket mahal mahal ngotak,2,12,0
playstore,telkomsel,telkomsel memang bagus,telkomsel bagus,1,0,1
playstore,telkomsel,GX pernah jelas padahal paling mahal,gx mahal,0,1,0
playstore,telkomsel,"kuota gamesmax dikorupsi, berbicara dengan costumer servis malah disuruh beli paket lagi, alasannya kuota gamesmax tidak dapat digunakan untuk login MLBB, saat sudah login menggunakan kuota INDOSAT bisa dan diganti ke kuota gamesmax Telkomsel malah loding dan tidak dapat melakukan aktivitas apapun di MLBB harga kuota hanya Rp.5000 tetapi hanya terpakai 20mb sangat tidak masuk akal",kuota gamesmax korupsi bicara costumer servis suruh beli paket alas kuota gamesmax login mlbb login kuota indosat ganti kuota gamesmax telkomsel loding aktivitas apa mlbb harga kuota rp pakai mb masuk akal,3,9,0
playstore,telkomsel,server sering down,server down,0,1,0
playstore,telkomsel,"sangat buruk, mau beli paket loading nya lama sekali. dan tidak user friendly",buruk beli paket loading user friendly,1,1,0
playstore,telkomsel,sering error,error,0,1,0
playstore,telkomsel,"payah ,gangguan terus , isi saldo gak masuk2,",payah ganggu isi saldo masuk,1,3,0
playstore,telkomsel,"Alhamdulillah Semoga tambah maju dan amanah, dari dulu sampai sekarang masih setia dengan Telkomsel.",alhamdulillah moga maju amanah setia telkomsel,3,1,1
playstore,telkomsel,susah untuk login pertama x,susah login x,0,1,0
playstore,telkomsel,jaringan kurang memuaskan,jaring muas,2,0,1
playstore,telkomsel,iklan nggak sesuai harga...,iklan nggak sesuai harga,2,0,1
playstore,telkomsel,"Telkomsel selular paling ternama indonesia , tp knp giliran PLN mati listrik jaringan juga ikut mati. modal energi donk jangan ngandelin PLN",telkomsel selular nama indonesia knp gilir pln mati listrik jaring mati modal energi donk ngandelin pln,2,2,0
playstore,telkomsel,"di SMS terus suruh bayar Telkomsel prasca bayar, tapi mau di bayar ga bisa terus , error lah, ini lah, itu lah. suruh nunggu terus beberapa saat, tetep gak bisa",sms suruh bayar telkomsel prasca bayar bayar error suruh nunggu,1,3,0
playstore,telkomsel,ok lah,ok,1,0,1
playstore,telkomsel,kenapa ya lemot sekali app nya,lot app,0,1,0
playstore,telkomsel,Kalender kalian sekarang mentok di 28 hari saja ya?,kalender mentok,0,1,0
playstore,telkomsel,kemahalan paket pakenya waktu habis pake juga hangus bisa di perbaiki untuk masyarakat banyak,mahal paket pakenya habis pake hangus baik masyarakat,2,2,0
playstore,telkomsel,Makin lama Kartu Makin Mahal Paketnya,kartu mahal paket,1,1,0
playstore,telkomsel,nanti saya update bintangnya klo paketnya sudah murah..,update bintang paket murah,2,0,1
playstore,telkomsel,"pelayanan terlamban dan terjelek ,nomer terblokir dan sudah di reg kembali dan berhasil reg tapi tetap ke blokir nge hubungi cs malah berbelat belit ga ada solusi 👎👎👎👎",layan lamban jelek nomer blokir reg hasil reg blokir nge hubung cs belat belit solusi,2,4,0
playstore,telkomsel,"makin hari makin mahal aja paketan lu, baru beli kemaren besoknya dah ilang. mana ga ada yang terjangkau pula harganya. pilihan macam apa itu, rugi dong!",mahal paket beli kemaren besok dah ilang jangkau harga pilih rugi,2,5,0
playstore,telkomsel,"kualitas tempe, jaringan di kota macam di hutan👎🏿",kualitas tempe jaring kota hutan,3,1,1
playstore,telkomsel,"mahal ente,benerin sinyal ente ,telkomsel",mahal ente baik sinyal ente telkomsel,1,1,0
playstore,telkomsel,super bagus,super bagus,1,0,1
playstore,telkomsel,"Paketan mahal , Sinyal Hmmm.. Parahh pdhl dah 5G -_-",paket mahal sinyal hmmm parahh pdhl dah,1,2,0
playstore,telkomsel,semakin lama semakin parah telkomsel jaringan semakin buruk.,parah telkomsel jaring buruk,1,2,0
playstore,telkomsel,"jelek banyak ribet nya kaya apk abal"" jelek pokok nya banya error",jelek ribet kaya apk abal jelek pokok banya error,0,4,0
playstore,telkomsel,"Paket makin mahal terus, sisa kuota malah angus, kualitas jaringan masih sering gangguan",paket mahal sisa kuota angus kualitas jaring ganggu,3,4,0
playstore,telkomsel,sangat puas saya,puas,1,0,1
playstore,telkomsel,"apa jaringan emng gak bisa bagus lagi yah tuan admin capek nungguin terus loading nya lama banget harga paket makin hoki, giliran jaringan malah lowbat alias lelet di usahakan lah jaringan nya di bagusin pada kecewa nih kek Nya pecinta Telkomsel",jaring emng bagus yah tuan admin capek nungguin loading harga paket hoki gilir jaring lowbat alias lelet usaha jaring bagusin kecewa kek cinta telkomsel,6,3,1
playstore,telkomsel,sangat membantu dan kalau bisa lebih murah paketan nya apalagi seorang pelajar seperti saya,bantu murah paket ajar,2,0,1
playstore,telkomsel,sangat menyesal pake operator telkomsel...sekarang paket semakin mahal..tapi jaringan semakin lemot...dari dulu telkomsel paketnya paling mahal tapi jaringanya setabil...sekarang paling lelet dam mahal,sesal pake operator telkomsel paket mahal jaring lot telkomsel paket mahal jaringanya setabil lelet dam mahal,3,6,0
playstore,telkomsel,kenapa gk bisa login dah kocak bet,login dah kocak bet,0,2,0
playstore,telkomsel,"beli paketan mahal, tapi kualitas murah tutup aja. mending pakai indosat",beli paket mahal kualitas murah tutup mending pakai indosat,4,2,1
playstore,telkomsel,"mau tukar poin untuk dapat kuota gratis tapi malah dibilang poin nya kurang, padahal butuh 3000 poin sementara poin saya ada 9.000 lebih , saat diulang malah tidak bisa diproses, jadi sekarang selain harga kuota yang makin nggak masuk akal ikutan nipu pelanggan juga yah, makin bobrok aja",tukar poin kuota gratis bilang poin butuh poin poin ulang proses harga kuota nggak masuk akal ikut nipu langgan yah bobrok,8,6,1
playstore,telkomsel,"poin telkomsel yang saya tukarkan ke salah satu program Ekstra Gembira di aplikasi dinyatakan sudah diklaim tapi hadiah penukaran tidak masuk dan di sms 777 menyatakan saya bukan pelanggan yang memenuhi syarat namun di aplikasi menyatakan saya memenuhi syarat, bukan masalah nominal dan hadiahnya tapi saya sudah lapor CS namun hasilnya nihil dan saya dibawa ke link yang rusak",poin telkomsel tukar salah program ekstra gembira aplikasi nyata klaim hadiah tukar masuk sms langgan penuh syarat aplikasi penuh syarat nominal hadiah lapor cs hasil nihil bawa link rusak,7,5,1
playstore,telkomsel,udah beli kuota mahal mahal tapi gak masuk apaan bahkan CS nya di hubungi malah Ngilang bales lah chat costumer udah bayar malah kuotanya gak masuk,beli kuota mahal mahal masuk cs hubung ngilang bales chat costumer bayar kuota masuk,1,8,0
playstore,telkomsel,jaringan lelet banget,jaring lelet,1,1,0
playstore,telkomsel,sangat puas sayangnya jaringan ditempat saya yg susah,puas sayang jaring tempat susah,2,2,0
playstore,telkomsel,Aplikasinya lemot banget😭,aplikasi lot,0,2,0
playstore,telkomsel,jelek,jelek,0,1,0
playstore,telkomsel,kenapa Telkomsel sering ganguan jaringan padahal dari semua kartu paket internet Telkomsel paling mahal aku pelanggan setia Telkomsel selalu mendapatkan jaringan buruk padahal.. ayo kembalikan jaringan Telkomsel 10 tahun yang lalu yang selalu no 1 jaringan paling bagus.. tolong perhatikan perawatan towernya..,telkomsel ganguan jaring kartu paket internet telkomsel mahal langgan setia telkomsel jaring buruk ayo kembali jaring telkomsel no jaring bagus tolong perhati awat towernya,9,3,1
playstore,telkomsel,sering NGELAG jaringan lelet,lambat jaring lelet,1,2,0
playstore,telkomsel,"Maaf sy pelanggan Telkomsel lumayan lama, kenapa akhir"" ini jaringan tidak stabil & semakin lama semakin lemot. sy sebagai pelanggan setia cukup kecewa, mahal kualitas jaringan buruk",maaf langgan telkomsel lumayan jaring stabil lot langgan setia kecewa mahal kualitas jaring buruk,7,5,1
playstore,telkomsel,"Sumpah dari kemaren kemaren belum ada tanggapan tentang sinyal matot nya.perbaikin lah, masa signal full tapi lag nya minta ampun",sumpah kemaren kemaren tanggap sinyal matot perbaikin signal full lag ampun,1,0,1
playstore,telkomsel,"data dari minggu kemari ga bisa di pake, gimana si ini pusat nya",data minggu kemari pake gimana si pusat,1,1,0
playstore,telkomsel,mantap pak aplikasi nya,mantap aplikasi,1,1,0
playstore,telkomsel,"aplikasinya sakit butuh ke dokter,, asli loading serasa masih dijaman batu 👎🏻👎🏻👎🏻 indihome lemothome",aplikasi sakit butuh dokter asli loading serasa jam batu indihome lemothome,1,3,0
playstore,telkomsel,"buffering parah min, jaringan 5g masih tetep buffering",buffering parah min jaring buffering,1,1,0
playstore,telkomsel,jaringan secepat kilat,jaring cepat kilat,2,0,1
playstore,telkomsel,woi knp sih skrg jaringan nya makin jelek paket mahal2 jaringan jelek gimana solusinya ini makin ngga puas make Telkomsel,woi knp skrg jaring jelek paket mahal jaring jelek gimana solusi ngga puas make telkomsel,5,4,1
playstore,telkomsel,"Semakin lama saya makin kecewa dengan Telkomsel. Dulu pelayanannya menurut saya bagus, tapi kenapa sekarang banyak paket internet yang hilang? Harga paket juga makin naik. Memang masih ada yang murah, tapi masa aktifnya hanya beberapa hari saja. Paket yang sering saya gunakan seperti Internet Sakti sekarang malah sudah tidak tersedia. Padahal paket itu cukup membantu dan cocok dipakai dalam jangka lama. Sebenarnya apa alasan paket-paket seperti itu dihilangkan? Semoga bisa dipertimbangkan kembal",kecewa telkomsel layan bagus paket internet hilang harga paket murah aktif paket internet sakti sedia paket bantu cocok pakai jangka alas paket paket hilang moga timbang kembal,12,3,1
playstore,telkomsel,"kalo hoki, jaringan bisa bagus seharian, kalo gak hoki, 2-3 hari jaringan jelekkk",hoki jaring bagus hari hoki jaring jelekkk,3,0,1
playstore,telkomsel,"jujur ya kami sudah penguna Telkomsel sdah 8 tahun lebih,,sangat kecewa dengan jaringan Telkomsel skrg ., sering lemot & hilang2 terus jaringan nya internet lambat & buruk . katanya Telkomsel internet nomor 1 di dunia . tolong buat staff manager Telkomsel terhormat perbaiki sistem kedepannya lebih baik dari sebelumnya.. terimakasih !!!!",jujur penguna telkomsel sdah kecewa jaring telkomsel skrg lot hilang jaring internet lambat buruk telkomsel internet nomor dunia tolong staff manager telkomsel hormat baik sistem depan terimakasih,4,6,0
playstore,telkomsel,"tolong banget ya buat Telkomsel, itu jaringannya nge lag parah. tolong dibenerin",tolong telkomsel jaring nge lag parah tolong dibenerin,1,1,0
playstore,telkomsel,"provider Telkomsel ini ,sinyal internet nya apa ada gangguan ya , sering sekali lemot , kasihan pengguna provider Telkomsel kalau sinyal internet nya tidak stabil dan sering lemot ,kuota beli tapi sinyal internet mengecewakan ,mohon di perbaiki.",provider telkomsel sinyal internet ganggu lot kasihan guna provider telkomsel sinyal internet stabil lot kuota beli sinyal internet kecewa mohon baik,3,5,0
playstore,telkomsel,makek udah lama gak ada perubahan sinyal jelek harga paket mahal,makek ubah sinyal jelek harga paket mahal,2,2,0
playstore,telkomsel,telkomsel jaringan nya jelek amat kouta padahal masih banyak apalagi di kasih hujan malah ga bisa muter buka vidio juga,telkomsel jaring jelek kuota kasih hujan muter buka vidio,1,2,0
playstore,telkomsel,buruk sekali csnyaa,buruk csnyaa,0,1,0
playstore,telkomsel,tambah mahal yak😔😔,mahal yak,0,1,0
playstore,telkomsel,aplikasi nya bagus,aplikasi bagus,1,1,0
playstore,telkomsel,"semakim sini semakin mahal, jaringan ga stabil, lemot di daerah kab. tangerang. mohon diperbaiki",semakim mahal jaring stabil lot daerah kab tangerang mohon baik,3,2,1
playstore,telkomsel,sinyal gak jelas tapi kuota harga mahal,sinyal kuota harga mahal,1,2,0
playstore,telkomsel,"semakin kesini.. semakin gajelas, udah masuk nya sekarang harus pakai internet, suka keluar"" sendiri, terus jaringan full tapi lambatkecewa saya",kesini gajelas masuk pakai internet suka jaring full lambatkecewa,1,1,0
playstore,telkomsel,minta paket geratis,paket gerat,1,0,1
playstore,telkomsel,mantul mantab betul dan terpercaya apk Telkomsel ini 👍,mantul mantab percaya apk telkomsel,2,0,1
playstore,telkomsel,kartu ampas,kartu ampas,0,1,0
playstore,telkomsel,"aplikasinya lemot, sama kaya singal nya, paket mahal2 coba diperbaiki kualitasnya.",aplikasi lot kaya singal paket mahal coba baik kualitas,3,3,0
playstore,telkomsel,"Mahal tapi signal jelek sekali , Customer service tidak ada solusi",mahal signal jelek customer service solusi,1,2,0
playstore,telkomsel,Paling banyak korupsi paket. kita sudah beli masih banyak sisa qwota malah habis krna masa berlaku. ampasss,korupsi paket beli sisa qwota habis krna laku ampasss,1,2,0
playstore,telkomsel,jaringan sering lemot boss,jaring lot boss,1,1,0
playstore,telkomsel,hadeh,hadeh,0,1,0
playstore,telkomsel,"layanan pada halaman utama jelek, bagusan yang lama",layan halaman utama jelek bagus,1,1,0
playstore,telkomsel,mau masuk aplikasi dan cek kuota aja sekarang susah,masuk aplikasi cek kuota susah,0,5,0
playstore,telkomsel,"aplikasi busuk, lemot, bikin hp berat, harga paket makin mahal",aplikasi busuk lot bikin hp berat harga paket mahal,2,4,0
playstore,telkomsel,menu ke bagian Indihome nya kenapa lemot banget,menu indihome lot,0,1,0
playstore,telkomsel,jaringan kontoll,jaring kontoll,1,0,1
playstore,telkomsel,semoga info selalu falid,moga info falid,1,1,0
playstore,telkomsel,"solusi bodohh jaringan jelek harus restart hp nya ,, provider lu nya aja kualitas nya jelekkkk",solusi bodohh jaring jelek restart hp provider kualitas jelekkkk,3,1,1
playstore,telkomsel,pengguna Telkomsel sudah 5thn Telkomsel kenapa makin kesini makin busuk ya paket internet makin mahal bukannya makin bagus ini malahan makin busuk. klo kaya gini mending ganti provider parah parah,guna telkomsel thn telkomsel kesini busuk paket internet mahal bagus busuk kaya gin mending ganti provider parah parah,4,5,0
playstore,telkomsel,"CS nya AI pas diminta ke manusia nunggunya kayak nunggu kiamat. Itu juga belum tentu direspon. Beli kuota rasa ga beli apa-apa. Kuota mahal tapi loadingnya parahnya minta ampun. Si veronika nyuruh refresh mulu, mah se refresh apa lagi coba???? Kan ga iya setiap 40 menit sekali di refresh, jadi tujuan orang beli kuota cuma untuk refresh gitu? saya komen disini karena dari app ny susah dihubungi, hanya sj vero mulu yang jawab!",cs ai pas manusia nunggunya kayak nunggu kiamat direspon beli kuota beli kuota mahal loadingnya parah ampun si veronika nyuruh refresh mulu mah refresh coba iya menit refresh tuju orang beli kuota refresh gitu komen app ny susah hubung sj vero mulu,7,9,0
playstore,telkomsel,sinyal jelek mulu dah heran,sinyal jelek mulu dah heran,0,2,0
playstore,telkomsel,lemot sekali setiap dibuka aplikasinya,lot buka aplikasi,0,2,0
playstore,telkomsel,kuota mahal sinyal burik..,kuota mahal sinyal burik,0,2,0
playstore,telkomsel,Mantap,mantap,1,0,1
playstore,telkomsel,"APLIKASI BUOSOK, ISINYA DIKIT TAPI NGELAG NYA LAMA BANGET, Loading terus, minimal upgrade sistem, cuman bikin kecewa pengguna aja cuih",aplikasi buosok isi dikit lambat loading minimal upgrade sistem cuman bikin kecewa guna cuih,1,6,0
playstore,telkomsel,"apknya nge lag, pdhal jaringan ,hp bagus, loadingnya lama bgt jir, kadang juga di pencet tulisannya eror trus",apknya nge lag pdhal jaring hp bagus loadingnya jir kadang pencet tulis eror trus,3,4,0
playstore,telkomsel,"memang pantas dapat bintang 1, sinyal nya kadang mudah kadang sulit",bintang sinyal kadang mudah kadang sulit,3,1,1
playstore,telkomsel,"kenapa pulsaku tersedot tanpa pemakaian jelas.1110 terpakai tanpa kejelasan..korup,sinyal jelek..tidak lagi pakai telkomsel lagi..habis data langsung buang..maling pulsa.fiturmu jelek semua,film gak mutu..tempatku telkomsel sinyal 2..gak usah sombong jaringan kuat padahal super lemot..",pulsa sedot pakai pakai jelas korup sinyal jelek pakai telkomsel habis data langsung buang maling pulsa fiturmu jelek film mutu tempat telkomsel sinyal sombong jaring kuat super lot,3,11,0
playstore,telkomsel,bagus banget jaringan nya tidak ngelag sama sekali dan bikin saya puas sama murah meriah,bagus jaring lambat bikin puas murah riah,5,1,1
playstore,telkomsel,"paketan makin mahal, masa aktifnya dikurangi, sinyal pun makin jelek, makin hari makin ga jelas ini Telkomsel",paket mahal aktif rang sinyal jelek telkomsel,1,3,0
playstore,telkomsel,mau beli pulsa aja di persulit buat login,beli pulsa sulit login,0,2,0
playstore,telkomsel,"ampun ini jaringan makin hari makin lemot, kerjaan jadi telat sumpah kesel banget",ampun jaring lot kerja telat sumpah kesel,2,3,0
playstore,telkomsel,Telkomsel oot jaringan satelit di hutan kali dikit dikit nge lag,telkomsel oot jaring satelit hutan kali dikit dikit nge lag,2,3,0
playstore,xl,ilang ilang heh,ilang ilang heh,0,2,0
playstore,xl,ini xl ada apa sih lelet banget. pindah kartu lain ajah ah yg lebih lancar jaringannya,xl lelet pindah kartu ajah ah lancar jaring,2,1,1
playstore,xl,"WOYY XL PERBAIKI SINYALLL LUU, XL PRIORITAS TAPI SINYAL AMPASSSS",woyy xl baik sinyalll luu xl prioritas sinyal ampassss,1,0,1
playstore,xl,"mahal semua, jaringan putus², beli paket yg 14 gb malah di kasih 9gb.",mahal jaring putus beli paket gb kasih gb,2,1,1
playstore,xl,"Paket 5G Quota masih banyak dan masih aktif,kenapa tidak ada sinyal sambungan internetnya?nggak ada pemberitahuan juga?",paket quota aktif sinyal sambung internetnya nggak pemberitahuan,1,2,0
playstore,xl,"apalah Kartu XL ini sinyal kadang ilang² sendiri, skrg update juga malah kuota makin mahal dan nge lag nya lebih parah pas main game gabisa gerak , kecewa",apa kartu xl sinyal kadang ilang skrg update kuota mahal nge lag parah pas main game gabisa gerak kecewa,3,6,0
playstore,xl,butut,butut,0,1,0
playstore,xl,"Aplikasi KOPLAK, LEMMMMMMMMOT... sayang TIDAK ADA bintang 1/4 itu nilai yg PAS, XL BELKOT, MAKIN PARAH KAU, nunggu paket habis, setelah itu by.. by.. by XL",aplikasi koplak lemmmmmmmmot sayang bintang nilai pas xl belkot parah kau nunggu paket habis by by by xl,4,2,1
playstore,xl,gimana sih XL padahal pake prioritas masih aja sinyal hilang timbul saat mati lampu tapi sinyal kayak Telkomsel dll gak mati tolong di perbaiki please,gimana xl pake prioritas sinyal hilang timbul mati lampu sinyal kayak telkomsel dll mati tolong baik please,2,6,0
playstore,xl,mantap GK ribet.sangat memuaskan,mantap ribet muas,2,1,1
playstore,xl,sinyal nya susah kenapa iniii,sinyal susah iniii,0,1,0
playstore,xl,XL sinyal kentut,xl sinyal kentut,0,1,0
playstore,xl,sinyal telat telatan aja sangat buruk,sinyal telat telat buruk,0,3,0
playstore,xl,tidak bisa beli paket yang ada di menu sangat mengecewakan tolong segera di perbaiki,beli paket menu kecewa tolong baik,2,1,1
playstore,xl,beli paketan mahal jaringan susah,beli paket mahal jaring susah,2,2,0
playstore,xl,"signal jelek, gak stabil rugi kuota",signal jelek stabil rugi kuota,1,3,0
playstore,xl,"ko jaringannya jadi jelek gini sih min, parah makin hari makin jadi, tolong perbaiki jaringannya nanti saya kasih bintang 5",ko jaring jelek gin min parah tolong baik jaring kasih bintang,3,2,1
playstore,xl,"call center gak berfungsi sama sekali... waktu jadi firstmedia layanan bagus.. semenjak jadi xl turun drastis.... aslii, dpt aplikasinya di call center gak bisa.. bikin aduan pas waktu cetak tiket jd troubleshoot.... payah bangett... kalo ada bintang minus 5 tak pilih... dah berbulan2 kayak gini",call center fungsi firstmedia layan bagus semenjak xl turun drastis asli dpt aplikasi call center bikin adu pas cetak tiket troubleshoot payah bangett bintang minus pilih dah bulan kayak gin,3,9,0
playstore,xl,najisssss sinyal nya jelek parah.bulan besok gw ganti pake simpati.xl najiss,najisssss sinyal jelek parah besok ganti pake simpati xl najiss,0,2,0
playstore,xl,"provider jelek, hari hari ilang jaringan",provider jelek ilang jaring,1,2,0
playstore,xl,"Ini kenapa Bonus kuota XL circle ku gak bisa diambil katanya error mulu,udah 2 kali kejadian kayak gini lagi masa gak di perbaiki ,rugi banget ini mah gak bisa ngambil, pasti ada aja error nya ini apk ,udah susah susah menuhin XL circle nya biar dapet bonus 5GB malah gak bisa diambil , tolong dong segera di perbaiki masa pengguna nya di buat rugi mulu , tolong perhatian nya Terimakasih🙏🙏",bonus kuota xl circle ku ambil error mulu kali jadi kayak gin baik rugi mah ngambil error apk susah susah menuhin xl circle biar dapet bonus gb ambil tolong baik guna rugi mulu tolong perhati terimakasih,7,10,0
playstore,xl,najis apknya mau bka apk nya malh muter trus geleh. sinyal ilang ilangn trus gmau pke kartu ini lgi,najis apknya bka apk malh muter trus geleh sinyal ilang ilangn trus gmau pke kartu lgi,0,2,0
playstore,xl,sangat buruk saya isi paket beberapa kali pulsa hangus paket data tidak masuk,buruk isi paket kali pulsa hangus paket data masuk,2,5,0
playstore,xl,"ini makin lama dibiarin makin rusak, beli pulsa dengan harga 20 rb aja gak bisa dibeli, padahal pulsa udah 20 rb,udah nunggu beberapa hari masih aja gak bisa dibeli, dan juga ada kuota yang harga beli 3rb padahal pulsa ada, kok gak bisa dibeli, katanya ganguan, error alah tolollll",dibiarin rusak beli pulsa harga rb beli pulsa rb nunggu beli kuota harga beli rb pulsa beli ganguan error alah tolollll,3,6,0
playstore,xl,jaringan jelek.,jaring jelek,1,1,0
playstore,xl,saya tidak bisa membeli kuota di aplikasi,beli kuota aplikasi,0,2,0
playstore,xl,"kartu bermasalah,ga beda jauh sama tri👎👎 setiap 30-60 detik harus nyala matiin mode pesawat biar sinyal lancar,udh dikasih rating segini bukannya dibenerin malah di diemin,ga worth banget nih kartu,sinyal ny klo lagi jelek ga ada tuh yng otomatis cari sinyal terbagus daerah sini,gendeng gblk",kartu masalah beda tri detik nyala matiin mode pesawat biar sinyal lancar kasih rating gin dibenerin diemin worth kartu sinyal ny jelek tuh yng otomatis cari sinyal bagus daerah gendeng gblk,3,8,0
playstore,xl,"aplikasinya sudah Bagus tapi tolong di benarkan saat membeli kuota error dan tulisannya ""terjadi gangguan saat memuat halaman ini"". terimakasih.",aplikasi bagus tolong benar beli kuota error tulis ganggu muat halaman terimakasih,2,4,0
playstore,xl,"XL 5G merata, cuma kurangi harga paketnya dan masa juga di perpanjang",xl rata kurang harga paket panjang,3,1,1
playstore,xl,"operator tukang tipu.... jaringan XL bapet kyk keong. asu,bedul",operator tukang tipu jaring xl bapet kyk keong asu bedul,1,2,0
playstore,xl,mohon maaf. kenapa signal xl sekarang parah rusaknya ya? untuk daerah ubud sampai tampak siring. gianyar. bali,mohon maaf signal xl parah rusak daerah ubud siring gianyar bal,0,1,0
playstore,xl,ini XL makin lama sinyalnya makin susah banget jaringannya suka ilang2an,xl sinyal susah jaring suka ilang an,1,2,0
playstore,xl,lemot banget pelayanan gajelas,lot layan gajelas,0,1,0
playstore,xl,"makin kesini,,,,makin buruk sinyal nya... apa Lg disaat cuaca hujan... lag parah....",kesini buruk sinyal lg saat cuaca hujan lag parah,0,2,0
playstore,xl,sinyal makin lama makin jelek ga da perubahan ilang2 trus sinyal,sinyal jelek da ubah ilang trus sinyal,0,2,0
playstore,xl,"tidak membantu sama sekali, SAMPAH",bantu sampah,0,1,0
playstore,xl,"Gimana xl ini langganan bertahun tahun sekarang makin lemot kecewa,diperbaiki lagi",gimana xl langgan tahun lot kecewa baik,2,2,0
playstore,xl,mengecewakan,kecewa,0,1,0
playstore,xl,"sinyal busuk, k harga kuota mahal",sinyal busuk k harga kuota mahal,1,3,0
playstore,xl,"jaringan nya knp sekarang ngelag kali, setiap ada masalah pasti ngelag minta ampun tolong diperbaikin lagi lah",jaring knp lambat kali lambat ampun tolong diperbaikin,1,2,0
playstore,xl,"Maya BERGUNA EMANG??!! TIAP KITA CHAT TUH BOT, BAKAL BENERAN DI TANGGEPIN AMA ORANG BENERANNYA? Stok voucher habis di bonus 5gb circle itu apaan mangsutnya??? Bisa gitu ya, aplikasi kaga jelas apaan tau jadinya",maya guna emang chat tuh bot beneran tanggepin ama orang benerannya stok voucher habis bonus gb circle mangsutnya gitu aplikasi kaga tau,5,4,1
playstore,xl,kartu taik sinyal parah,kartu taik sinyal parah,0,2,0
playstore,xl,"sinyal lu makin busuk aja parah , masa kalah sama kartu murahan , parah amat , perbaiki tuh sinyal internet , ganggu pekerjaan",sinyal busuk parah kalah kartu murah parah baik tuh sinyal internet ganggu kerja,3,5,0
playstore,xl,terimakasih XL,terimakasih xl,1,0,1
playstore,xl,"layanan call center (xlsatu) sungguh mengecewakan mau kontak call center suruh update tapi di playstore ga ada update terbaru , di WA juga jawab nya ampe bikin pegel nungguin siap siap putus langanan padahal udah dari tahun 2018 mendingan firstmedia call centernya lebih bermutu",layan call center xlsatu sungguh kecewa kontak call center suruh update playstore update baru wa ampe bikin gel nungguin putus langanan mending firstmedia call centernya mutu,1,2,0
playstore,xl,suka ngilang sendiri jaringan sinyalnya. sering gangguan pas mau beli paket internet,suka ngilang jaring sinyal ganggu pas beli paket internet,3,2,1
playstore,xl,tolong tambahin fitur dark mode gelap,tolong tambahin fitur dark mode gelap,0,1,0
playstore,xl,sy isi pulsa malah di potong g jelas,isi pulsa potong,0,2,0
playstore,xl,"tolong sinyal kenapa jadi sering ngilang sii, minta tolong di perbaiki segera",tolong sinyal ngilang sii tolong baik,1,1,0
playstore,xl,XL prioritas kontollllllllll merugikan saja . mau di ubah ke XL prabayar gak bisah karna Al center nya dapat uang banyak klo kita pke XL prioritas kontollllllllll,xl prioritas kontollllllllll rugi ubah xl prabayar bisah al center uang pke xl prioritas kontollllllllll,0,1,0
playstore,xl,"jujur sih ya awalnya emang baguss tapii akhir akhir inii beli voucher fisik trus di aktivasi ga pernah dapet bonus kuota biasanya juga dapet jadi kaya aneh aja,trus kuota bebas puas yang biasanya bisa di kurangin jumlah masa aktif nya sekarang gabisa jadi kalo punya uang mepet suka bingung beli yang apa.udah update juga tapi ya gitu keseringan ga dapet bonus kuota dari voucher fisik sih,jadi suka bingung kalo ga ada kuota+ ga ada pegangan,kalo pun ada xl poin juga yaa gitu deh",jujur emang baguss tapi ini beli voucher fisik trus aktivasi dapet bonus kuota dapet kaya aneh trus kuota bebas puas rangin aktif gabisa uang mepet suka bingung beli update gitu sering dapet bonus kuota voucher fisik suka bingung kuota pegang xl poin gitu,11,6,1
playstore,xl,5 device untuk buka aplikasi milik sendiri pakai jaringan sendiri ngga bisa lawak,device buka aplikasi milik pakai jaring ngga lawak,2,2,0
playstore,xl,kesalahan jaringan mulu padahal gak ada yang salah,salah jaring mulu salah,1,2,0
playstore,xl,"tidak berguna, setelah di update eh.. gk bisa di buka",guna update eh buka,1,0,1
playstore,xl,"Kouta makin mahal,bonus ngisi voucher lewat apk di hilangkan,total transaksi XL circle sudah lebih dari 100 ribu tapi gak dapat bonus Kouta 5 GB.minimal kalau harga makin mahal apk nya jangan banyak bug, nyusahin pengguna doang",kuota mahal bonus ngisi voucher apk hilang total transaksi xl circle ribu bonus kuota gb minimal harga mahal apk bug nyusahin guna doang,6,6,0
playstore,xl,tolong dong di perbaiki lagi sistem nya massa barusan saya beli voucher pas mau di masukin malah eror emang sering si saya kaya gini tapi kali ini udh berapa kali coba masukin ga bisa-bisa juga gimana ni pihak xl tolong dong di perbaiki lagi saat mau memasukan voucher XL nya,tolong baik sistem massa barusan beli voucher pas masukin eror emang si kaya gin kali kali coba masukin gimana ni xl tolong baik pasu voucher xl,5,2,1
playstore,xl,"jaringan taii,,,jamkot Mulu anjjing",jaring tahi jamkot mulu anjjing,1,1,0
playstore,xl,"scam anj sinyalnya cok, bar nya sih full tapi ngeleg banget anj, tolol anj operator xl sumpah",scam anj sinyal cok bar full lambat anj tolol anj operator xl sumpah,0,2,0
