"css-175oi2r href","css-9pa8cd src","css-1jxf684","r-4qtqp9 src","css-1jxf684 2","css-1jxf684 3","css-146c3p1 href","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 7","css-175oi2r href 4","css-1jxf684 8","r-4qtqp9 src 2","css-1jxf684 9","css-1jxf684 10","r-4qtqp9 src 3","css-1jxf684 11","css-1jxf684 12","css-146c3p1 2","css-1jxf684 href 4","css-1jxf684 14","css-9pa8cd src 3","r-1p0dtai src"
"https://x.com/detikinet","https://pbs.twimg.com/profile_images/1358653398313127936/oqy8fazP_normal.jpg","detikinet","","@detikinet","·","https://x.com/detikinet/status/2050555306825195978","May 2","AI, 5G, dan Data Jadi Mesin Pertumbuhan","Indosat","di Q1 2026","","https://x.com/detikinet/status/2050555306825195978/analytics","216","","","","","","","From inet.detik.com","","AI, 5G, dan Data Jadi Mesin Pertumbuhan Indosat di Q1 2026","",""
"https://x.com/CNNIndonesia","https://pbs.twimg.com/profile_images/669793728970682369/CaHHKPMc_normal.png","CNN Indonesia","","@CNNIndonesia","·","https://x.com/CNNIndonesia/status/2052296216931860481","May 7","Bersiap Ikut Lelang Frekuensi 700 MHz dan 2,6 GHz","Indosat","","1","https://x.com/CNNIndonesia/status/2052296216931860481/analytics","1.2K","","","cnnindonesia.com","","","","","","Indosat Bersiap Ikut Lelang Frekuensi 700 MHz dan 2,6 GHz","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2050547306345451854","May 2","dayung tercatat sbgai my biefef","","","1","https://x.com/keedehara/status/2050547306345451854/analytics","46","https://abs.twimg.com/emoji/v2/svg/1faf0.svg","1","","","","","Replying to","https://x.com/kanggalongratis","@kanggalongratis","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2050169369603568119","May 1","jangan lupa ketawa yh teman teman","From","","7","https://x.com/keedehara/status/2050169369603568119/analytics","5.4K","https://abs.twimg.com/emoji/v2/svg/261d.svg","194","","","Kirara Indosat","","","","","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","blob:https://x.com/27f0aa64-1756-4d27-9d54-8c847078c4fd"
"https://x.com/ctprzone","https://pbs.twimg.com/profile_images/1971048010433093632/ewqbwKOt_normal.jpg","c-c","","@ctprzone","·","https://x.com/ctprzone/status/2047601801302860170","Apr 24","jam segini sinyalnya kek taik","indosat","","2","https://x.com/ctprzone/status/2047601801302860170/analytics","96","","","","","","","","","","",""
"https://x.com/shimjaeyu","https://pbs.twimg.com/profile_images/1959653449085390848/x08hqbXe_normal.jpg","yoona (mt after dm)","","@shimjaeyu","·","https://x.com/shimjaeyu/status/2048958955779744187","Apr 28","Wtb pulsa tf","indosat","100k","10","https://x.com/shimjaeyu/status/2048958955779744187/analytics","397","","","","","","#zonauang","","","","",""
"https://x.com/DF_Discountfess","https://pbs.twimg.com/profile_images/1962672421892419584/kXs5cOJv_normal.jpg","Base Diskon","","@DF_Discountfess","·","https://x.com/DF_Discountfess/status/2051817444008759801","May 6","SVIP-6Q0DGNM kuota","Indosat","yg butuh pake aja Df","","https://x.com/DF_Discountfess/status/2051817444008759801/analytics","288","","","","","","","","","","",""
"https://x.com/indosat","https://pbs.twimg.com/profile_images/2039626569426317312/ufIaht8Q_normal.jpg","Indosat Ooredoo Hutchison","","@indosat","·","https://x.com/indosat/status/2050670828132462797","May 3","Hai Kak, mohon maaf atas kendala yang dialami. Sebagai langkah awal, silakan restart HP terlebih dahulu. Apabila kendala masih terjadi, mohon infokan nomor IM3, detail lokasi dan keterangan sinyal yang muncul melalui DM ya, agar dapat kami bantu lebih lanjut. Terima kasih^Tita","","","1","https://x.com/indosat/status/2050670828132462797/analytics","127","","","","","","","Replying to","https://x.com/Abuy64174109","@Abuy64174109","",""
"https://x.com/ssoftgyu","https://pbs.twimg.com/profile_images/1738606549927673856/Jz34TfoA_normal.jpg","DIIIAN^^ || Mingyu g'f","","@ssoftgyu","·","https://x.com/ssoftgyu/status/2049479131893788710","Apr 29","wtb kuota","indosat","murah 100-300gb dong","8","https://x.com/ssoftgyu/status/2049479131893788710/analytics","431","","2","","","","#zonauang","","","","",""
"https://x.com/adrmirer","https://pbs.twimg.com/profile_images/1738940322514874368/Oq74eicW_normal.jpg","𝐊𝐚𝐫𝐢𝐧 : open convert","","@adrmirer","·","https://x.com/adrmirer/status/2051120051533840451","May 4","open convert pulsa dan kuota murah tsel","indosat","xl axis tri, convert ewallet premium & non premium — avail juga pencairan limit paylater : dana cicil, bca mandiri paylater, credinex, yup card dan jenius via scan QR","","https://x.com/adrmirer/status/2051120051533840451/analytics","977","https://abs.twimg.com/emoji/v2/svg/2728.svg","","t.me","","","","","https://t.co/yIn0rCY8sO","Karin","",""
"https://x.com/indotelko","https://pbs.twimg.com/profile_images/771293565297172480/c25JLhF8_normal.jpg","indotelko","","@indotelko","·","https://x.com/indotelko/status/2051846856569991562","May 6","percepat AI dan bagikan dividen Rp3,57 triliun","Indosat","","","https://x.com/indotelko/status/2051846856569991562/analytics","22","","","","","","","","https://t.co/cDHNA4V2vN","","",""
"https://x.com/indoict","https://pbs.twimg.com/profile_images/1657387276845092867/PB1OLE0X_normal.jpg","Majalah ICT","","@indoict","·","https://x.com/indoict/status/2051972346056175813","May 6","Ooredoo Hutchison Dorong Akselerasi AI Terapan Skala Nasional, Hasilkan Pembagian Dividen yang Solid","Indosat","","","https://x.com/indoict/status/2051972346056175813/analytics","32","","","@indoict","","","","","https://t.co/Vf5ulR9zMv","","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2051265437405712480","May 4","marahin kak risol pls","","","1","https://x.com/keedehara/status/2051265437405712480/analytics","15","https://abs.twimg.com/emoji/v2/svg/1f614.svg","1","","https://abs.twimg.com/emoji/v2/svg/1f614.svg","","","Replying to","https://x.com/LluviTeeRaa","@LluviTeeRaa","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2050169369603568119","May 1","jangan lupa ketawa yh teman teman","Kirara Indosat","","7","https://x.com/keedehara/status/2050169369603568119/analytics","5.4K","https://abs.twimg.com/emoji/v2/svg/261d.svg","194","","","","","From","","0:02 / 0:36","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","blob:https://x.com/27f0aa64-1756-4d27-9d54-8c847078c4fd"
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2050957525856751938","May 3","dijual terpisah yh","#PANDAVVA","#MEVVARNAI","1","https://x.com/keedehara/status/2050957525856751938/analytics","1.4K","https://abs.twimg.com/emoji/v2/svg/1f60a.svg","21","Art:","https://abs.twimg.com/emoji/v2/svg/1f602.svg","PANDAVVA Official | CF22: AA09-10","Meme:","May 3","","Quote","https://pbs.twimg.com/profile_images/2039409557219516416/FpPvrZ1A_mini.jpg",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2051162024483471371","May 4","iya manten bgt suaranya","","","1","https://x.com/keedehara/status/2051162024483471371/analytics","19","","","","","","","Replying to","https://x.com/naresxuw","@naresxuw","",""
"https://x.com/bluewoonishere","https://pbs.twimg.com/profile_images/1727922940430499840/SjGkNboi_normal.jpg","rara indosat","","@bluewoonishere","·","https://x.com/bluewoonishere/status/2052397272139485556","May 7","when yh","","","1","https://x.com/bluewoonishere/status/2052397272139485556/analytics","86","","","","","kai/kyle","","May 7","","Quote","https://pbs.twimg.com/profile_images/2045477277040009216/kSFD1Q6N_mini.jpg",""
"https://x.com/economiys","https://pbs.twimg.com/profile_images/2048138274091462656/DqDFlDeN_normal.jpg","mitha indosat","","@economiys","·","https://x.com/economiys/status/2052796003255025949","2h","kata naomi ibarat kita punya ilmu, ap jg yg mw di analisis klo pemrentah senang mengejutkan, sama aja tuh","","","","https://x.com/economiys/status/2052796003255025949/analytics","11","","","","","Logi","","10h","","Quote","https://pbs.twimg.com/profile_images/2038528526941609984/9Tmda0CN_mini.jpg",""
"https://x.com/hniyaz","https://pbs.twimg.com/profile_images/378800000452409888/4f83711ffb507b8039764681a48565c8_normal.jpeg","Hussain Niyaz","","@hniyaz","·","https://x.com/hniyaz/status/2052693838855290974","9h","","","","","https://x.com/hniyaz/status/2052693838855290974/analytics","34","","","@SinhaVikram","","","","From fortune.com","https://t.co/s7p3mjVHI7","Indosat CEO Vikram Sinha is building an AI for Indonesia's local languages. Can he make a business...","",""
"https://x.com/putrapostdaily","https://pbs.twimg.com/profile_images/1981557803790614528/l66SSbsC_normal.jpg","Romi Saputra","","@putrapostdaily","·","https://x.com/putrapostdaily/status/2052242859206828140","May 7","PT","Indosat","Ooredoo Hutchison (IOH) menegaskan komitmennya dalam Rapat Umum Pemegang Saham Tahunan (RUPST) pada 5 Mei 2026 di Jakarta untuk mempercepat pengembangan AI nasional melalui strategi AI North Star.","4","https://x.com/putrapostdaily/status/2052242859206828140/analytics","29","","","","","","","From romisaputra.com","","Indosat Percepat Strategi AI Nasional, Bagikan Dividen Rp3,57 Triliun - Romisaputra.com - Berita,...","",""
"https://x.com/plbkinvestasi","https://pbs.twimg.com/profile_images/1875920220763901952/ObVZpY2i_normal.jpg","Dodo | saham, bisnis, duit","","@plbkinvestasi","·","https://x.com/plbkinvestasi/status/2050720534867198386","May 3","Satu waktu, saya dengerin beliau (Dr Gia) ngoceh 1 jam di acaranya Dvet 11 jam siaran Jakarta Yogyakarta bareng","Indosat","(ada Geng Dvet disini? Wkwkwk)

Pas dengerin beliau ngoceh, emang kesan too positivity beneran terlihat. Kayak, agak menggampangkan issue gitu. Kayak, yaudah","42","https://x.com/plbkinvestasi/status/2050720534867198386/analytics","213K","","77","","","Bardan - Digital Marketer","","May 2","","Quote","https://pbs.twimg.com/profile_images/1979218758821367810/r85k7jvb_mini.jpg",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2050252361055281348","May 1","oh nooo, nia gpp kah skrg????","","","1","https://x.com/keedehara/status/2050252361055281348/analytics","31","","1","","","","","Replying to","https://x.com/Niniaaauhu","@Niniaaauhu","",""
"https://x.com/kittendusct","https://pbs.twimg.com/profile_images/2049086548055076864/m8bknre3_normal.jpg","୨୧ #LOLOSUTBK","","@kittendusct","·","https://x.com/kittendusct/status/2048591779189104865","Apr 27","wtb pulsa","indosat","","4","https://x.com/kittendusct/status/2048591779189104865/analytics","232","","","","","","#zonauang","","","","",""
"https://x.com/Jokotole24","https://pbs.twimg.com/profile_images/1963479122191269889/gUyZl1Vy_normal.jpg","Warga Sipil biasa","","@Jokotole24","·","https://x.com/Jokotole24/status/2051129249982304733","May 4","Gue kira chat sama bot itu udah paling nyiksa, ternyata chat sama Live Agent yang gak paham realita itu jauh lebih bikin emosi. Duit 50rb nyangkut, SN udah ada, tapi solusinya malah disuruh ""ngelawak"".","","","1","https://x.com/Jokotole24/status/2051129249982304733/analytics","191","","1","@indosatim3","","@indosat","","","","","",""
"https://x.com/TirtoID","https://pbs.twimg.com/profile_images/1923263273169977346/jqEeqYqd_normal.jpg","tirtoid","","@TirtoID","·","https://x.com/TirtoID/status/2051662091074064793","May 5","Kemnaker Gandeng Wadhwani dan","Indosat","Perkuat Ekosistem Kerja","","https://x.com/TirtoID/status/2051662091074064793/analytics","787","","","","","","","From tirto.id","","Kemnaker Gandeng Wadhwani dan Indosat Perkuat Ekosistem Kerja","",""
"https://x.com/setsunavie","https://pbs.twimg.com/profile_images/1966820956028235781/CASSrgCq_normal.jpg","vie","https://abs.twimg.com/emoji/v2/svg/2618.svg","@setsunavie","·","https://x.com/setsunavie/status/2049371726363103251","Apr 29","Wah bisa sampe ke-banned dari ujian gara2 pop up maksa-nya","indosat","","1","https://x.com/setsunavie/status/2049371726363103251/analytics","160","https://abs.twimg.com/emoji/v2/svg/1f611.svg","1cak.com/3070053","","","1CAK","","Apr 28","","Quote","https://pbs.twimg.com/profile_images/2663341040/3b5c12aa394c863069fb6bdfdc12ada0_mini.png",""
"https://x.com/kaguyeaw","https://pbs.twimg.com/profile_images/1811604993151295488/GB-GXIy9_normal.png","ega ☆ fast on WA ─ pulsa kuota","","@kaguyeaw","·","https://x.com/kaguyeaw/status/2050385159854424361","May 2","ready kuota paket data Tri three 3, axis, isat","Indosat",", xl, smarfren, tsel telkomsel","1","https://x.com/kaguyeaw/status/2050385159854424361/analytics","561","","","","","acc promosi @kaguyeaw 𐙚 pulsa kuota","#bealanja","May 1","","Quote","https://pbs.twimg.com/profile_images/1868556031032434688/Y8XozjtI_mini.png",""
"https://x.com/jjaehyukx","https://pbs.twimg.com/profile_images/1797102703082098688/h3PBuTTn_normal.jpg","kiyaaw","","@jjaehyukx","·","https://x.com/jjaehyukx/status/2049667440049823922","Apr 30","wtb kuota","indosat","murce dund","6","https://x.com/jjaehyukx/status/2049667440049823922/analytics","296","","1","","","","#zonauang","","","","",""
"https://x.com/economiys","https://pbs.twimg.com/profile_images/2048138274091462656/DqDFlDeN_normal.jpg","mitha indosat","","@economiys","·","https://x.com/economiys/status/2050659764099846350","May 3","SERUUUU, would never regret for any kind with them pokok na mah","","","3","https://x.com/economiys/status/2050659764099846350/analytics","66","","","","","","","","","","",""
"https://x.com/Arolumb1102","https://pbs.twimg.com/profile_images/1845770439311958017/sigpxP3__normal.jpg","*₱urwokert°_⅒*","","@Arolumb1102","·","https://x.com/Arolumb1102/status/2051024249339711673","May 4","Yang tidak lucu itu BLBI,","Indosat","dan tanker Pertamina","2","https://x.com/Arolumb1102/status/2051024249339711673/analytics","80","","","","","and","@ch_chotimah2","Replying to","https://x.com/indonesiaku_yes","@indonesiaku_yes","",""
"https://x.com/officialMKRI","https://pbs.twimg.com/profile_images/1301320017028329472/2Ecoxmsp_normal.jpg","Mahkamah Konstitusi","","@officialMKRI","·","https://x.com/officialMKRI/status/2051254101753922008","May 4","MK kembali menggelar sidang pleno pengujian materiil Pasal 71 angka 2 Undang-Undang (UU) Nomor 6 Tahun 2023 tentang Penetapan Peraturan Pemerintah Pengganti UU 2/2022 tentang Cipta Kerja menjadi UU sebagaimana telah mengubah UU 36/1999 tentang Telekomunikasi. Sidang gabungan","","","2","https://x.com/officialMKRI/status/2051254101753922008/analytics","329","","3","","","","","","","","https://pbs.twimg.com/amplify_video_thumb/2051252290963881984/img/FTX9beZ0Lk69GQZC.jpg","blob:https://x.com/d2212133-bc73-42c8-ae6f-0cd907ba39c9"
"https://x.com/ArmaZulfikar","https://pbs.twimg.com/profile_images/2021519933814067200/z1DlO_Yo_normal.jpg","Zulfikar Arma x","","@ArmaZulfikar","·","https://x.com/ArmaZulfikar/status/2051256317634023715","May 4","1998 inflasi 77%. Rp 17.000
1999 SBI  77% Rp 6.800
Bunga tinggi akhirnya","Indosat t","erjual","1","https://x.com/ArmaZulfikar/status/2051256317634023715/analytics","129","https://abs.twimg.com/emoji/v2/svg/1f923.svg","","","https://abs.twimg.com/emoji/v2/svg/1f923.svg","","","Replying to","https://x.com/RagilSemar","@RagilSemar","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2050545766629056929","May 2","ga kuaatttt gila banget infold","","","1","https://x.com/keedehara/status/2050545766629056929/analytics","23","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","1","","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","Replying to","https://x.com/Nessss_02","@Nessss_02","",""
"https://x.com/GoogleCloud_ID","https://pbs.twimg.com/profile_images/2048671435066159104/QhYG0avv_normal.jpg","Google Cloud Indonesia","https://abs.twimg.com/hashflags/BF-15394_Google_Cloud_NEXT_2026/BF-15394_Google_Cloud_NEXT_2026.png","@GoogleCloud_ID","·","https://x.com/GoogleCloud_ID/status/2047843031307399401","Apr 25","Salah satu highlight pelanggan APAC di Day 1","Indosat","?","2","https://x.com/GoogleCloud_ID/status/2047843031307399401/analytics","117","https://abs.twimg.com/emoji/v2/svg/1f680.svg","1","#GoogleCloudNext","","","","","","","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2049811095410593822","Apr 30","gemac meong","","","232","https://x.com/keedehara/status/2049811095410593822/analytics","6K","https://abs.twimg.com/emoji/v2/svg/1f90f.svg","864","","","","","","","","https://pbs.twimg.com/ext_tw_video_thumb/2049811053975154688/pu/img/x2yLqTJUByLL3lMU.jpg","blob:https://x.com/227b3919-137b-48f5-a3f8-45409affc294"
"https://x.com/officialMKRI","https://pbs.twimg.com/profile_images/1301320017028329472/2Ecoxmsp_normal.jpg","Mahkamah Konstitusi","","@officialMKRI","·","https://x.com/officialMKRI/status/2051254101753922008","May 4","MK kembali menggelar sidang pleno pengujian materiil Pasal 71 angka 2 Undang-Undang (UU) Nomor 6 Tahun 2023 tentang Penetapan Peraturan Pemerintah Pengganti UU 2/2022 tentang Cipta Kerja menjadi UU sebagaimana telah mengubah UU 36/1999 tentang Telekomunikasi. Sidang gabungan","","","2","https://x.com/officialMKRI/status/2051254101753922008/analytics","329","","3","","","","","","","","","blob:https://x.com/d2212133-bc73-42c8-ae6f-0cd907ba39c9"
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2051600415268167921","May 5","kren bgt kak cit ini","","","1","https://x.com/keedehara/status/2051600415268167921/analytics","197","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","1","","","","","Replying to","https://x.com/aeicitera","@aeicitera","",""
"https://x.com/republikajogja","https://pbs.twimg.com/profile_images/1886060235028303872/ZtZxSvLo_normal.jpg","Republikajogja","","@republikajogja","·","https://x.com/republikajogja/status/2051198941807640980","May 4","Digelar di Malioboro, 9.000 Pelari Jogja 10K Nikmati Koneksi 5G","Indosat","Tanpa Putus","1","https://x.com/republikajogja/status/2051198941807640980/analytics","52","","#lebihbaikindosat","","","#Indosat5GJogja","#Jogja10K","From rejogja.republika.co.id","","Digelar di Malioboro, 9.000 Pelari Jogja 10K Nikmati Koneksi 5G Indosat Tanpa Putus","",""
"https://x.com/officialMKRI","https://pbs.twimg.com/profile_images/1301320017028329472/2Ecoxmsp_normal.jpg","Mahkamah Konstitusi","","@officialMKRI","·","https://x.com/officialMKRI/status/2051254101753922008","May 4","MK kembali menggelar sidang pleno pengujian materiil Pasal 71 angka 2 Undang-Undang (UU) Nomor 6 Tahun 2023 tentang Penetapan Peraturan Pemerintah Pengganti UU 2/2022 tentang Cipta Kerja menjadi UU sebagaimana telah mengubah UU 36/1999 tentang Telekomunikasi. Sidang gabungan","","","2","https://x.com/officialMKRI/status/2051254101753922008/analytics","329","","3","","","","","","","","","blob:https://x.com/d2212133-bc73-42c8-ae6f-0cd907ba39c9"
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2051273769294123486","May 4","MANAAA","","","1","https://x.com/keedehara/status/2051273769294123486/analytics","77","","2","","","","","Replying to","https://x.com/seesawdream05","@seesawdream05","",""
"https://x.com/BloombergTZ","https://pbs.twimg.com/profile_images/1960705729800888321/k-vaFjLU_normal.jpg","Bloomberg Technoz","","@BloombergTZ","·","https://x.com/BloombergTZ/status/2051958191513280590","May 6","Tiga operator besar yakni XLSmart,","Indosat",", dan Telkomsel mengikuti lelang frekuensi 700 MHz dan 2,6 GHz yang dilanjutkan Komdigi, setelah mengambil akun e-Auction dan mengunduh dokumen seleksi hingga 7 Mei 2026.

Simak selengkapnya:","1","https://x.com/BloombergTZ/status/2051958191513280590/analytics","212","","2","","","","","","https://t.co/zodfGL0YWF","","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2051184088783241453","May 4","big brother is watching. wall can hear, roof can see.","","","13","https://x.com/keedehara/status/2051184088783241453/analytics","303","","","","","Parody account","Indonesian Poop Base","May 4","","Quote","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2049811095410593822","Apr 30","gemac meong","","","232","https://x.com/keedehara/status/2049811095410593822/analytics","6K","https://abs.twimg.com/emoji/v2/svg/1f90f.svg","864","","","","","","","","","blob:https://x.com/227b3919-137b-48f5-a3f8-45409affc294"
"https://x.com/economiys","https://pbs.twimg.com/profile_images/2048138274091462656/DqDFlDeN_normal.jpg","mitha indosat","","@economiys","·","https://x.com/economiys/status/2052776847801520240","3h","Benci bgt, mesti pelaku selalu mhs tua yg sulit lulus tsb. DO aja lah ngapain lulus puki, rot in hell","","","","https://x.com/economiys/status/2052776847801520240/analytics","43","","","x.com/sbyfess/status…","","safi","","12h","","Quote","https://pbs.twimg.com/profile_images/2047727117589483521/DzZKThCu_mini.jpg",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2049811095410593822","Apr 30","gemac meong","","","232","https://x.com/keedehara/status/2049811095410593822/analytics","6K","https://abs.twimg.com/emoji/v2/svg/1f90f.svg","864","","","","","","","0:03 / 0:12","","blob:https://x.com/227b3919-137b-48f5-a3f8-45409affc294"
"https://x.com/reoasy","https://pbs.twimg.com/profile_images/1967524716274696193/7zJAOwji_normal.jpg","kilaaaa indosat","","@reoasy","·","https://x.com/reoasy/status/2050924657281532348","May 3","film yg ditonton pas sleeepoveeeer kmrn
The kings warden
The forest
Pretty lethal
Maryam
Bring her back

tdr jam 3pagi bgn jam 8","","","","https://x.com/reoasy/status/2050924657281532348/analytics","158","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","https://abs.twimg.com/emoji/v2/svg/1faf5-1f3fc.svg","","","","","","",""
"https://x.com/winupsh","https://pbs.twimg.com/profile_images/1994658639106510850/AehYoII8_normal.jpg","winu","https://abs.twimg.com/emoji/v2/svg/1f319.svg","@winupsh","·","https://x.com/winupsh/status/2052733024480231729","6h","SUNGHOON","INDOSAT","NANGIS BGT","","https://x.com/winupsh/status/2052733024480231729/analytics","36","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","kai ⋆✮","","7h","","Quote","https://pbs.twimg.com/profile_images/2033770321237708803/aAjdR0Hs_mini.jpg",""
"https://x.com/wiavetoearth","https://pbs.twimg.com/profile_images/2034606415751626753/Dgw-dZhw_normal.jpg","Evan Indosat.","","@wiavetoearth","·","https://x.com/wiavetoearth/status/2052758991059747117","5h","Well done today's agenda, 1st day survey tempat magang untuk next semester. I wish this can be my exciting experience karena bakalan magang di luar kota, walaupun sistem yang mau dibikinnya ntar ga seru & ga lucu (pusing).","","","1","https://x.com/wiavetoearth/status/2052758991059747117/analytics","65","https://abs.twimg.com/emoji/v2/svg/1fae0.svg","","","","","","","","","https://pbs.twimg.com/media/HHzdZWCbcAA74yR?format=jpg&name=360x360",""
"https://x.com/_i00min","https://pbs.twimg.com/profile_images/2046708639327715328/7cGi8Jqf_normal.jpg","sean indosat","","@_i00min","·","https://x.com/_i00min/status/2050554113327558660","May 2","ATUH KAMU PAKE BALLCHAIN,  itu mah udah ga heran kalo pc + sewadah wadah nya ilang","","","1","https://x.com/_i00min/status/2050554113327558660/analytics","153","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","1","","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","Replying to","https://x.com/niskalaivy","@niskalaivy","",""
"https://x.com/ohyulkopo","https://pbs.twimg.com/profile_images/2051020285592444928/WCZffLUT_normal.jpg","YUGEN","","@ohyulkopo","·","https://x.com/ohyulkopo/status/2051528037578260719","May 5","2. Yugen","indosat","","4","https://x.com/ohyulkopo/status/2051528037578260719/analytics","302","","","Fan account","","","","Replying to","https://x.com/hyuljin_","@hyuljin_","",""
"https://x.com/aril_piterpen1","https://pbs.twimg.com/profile_images/2044413412978098176/QFCJJg_k_normal.jpg","aril piterpen","","@aril_piterpen1","·","https://x.com/aril_piterpen1/status/2049880585020321903","Apr 30","anak","indosat","tolong terawang dong itu apa, serem bgt euy mana malem jumat","15","https://x.com/aril_piterpen1/status/2049880585020321903/analytics","883","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","1","","","","","","","","",""
"https://x.com/idx_channel","https://pbs.twimg.com/profile_images/685843718386008064/h6yjVF4J_normal.jpg","IDX CHANNEL","","@idx_channel","·","https://x.com/idx_channel/status/2047646749385212058","Apr 24","PT Lintasarta, anak usaha PT","Indosat","Tbk (ISAT) resmi mengangkat Armand Hermawan sebagai President Director & Chief Executive Officer (CEO). Armand menggantikan posisi sebelumnya yang diisi Bayu Hanantasena seiring berakhirnya masa jabatan.

Kepemimpinan Bayu selama ini dinilai","","https://x.com/idx_channel/status/2047646749385212058/analytics","174","","","","","","","","","","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2050253543165301021","May 1","aku bnn ajh","","","12","https://x.com/keedehara/status/2050253543165301021/analytics","5.1K","","278","","","","","Replying to","https://x.com/ArjunaArkana","@ArjunaArkana","",""
"https://x.com/economiys","https://pbs.twimg.com/profile_images/2048138274091462656/DqDFlDeN_normal.jpg","mitha indosat","","@economiys","·","https://x.com/economiys/status/2050480431519424971","May 2","never blocked him even he's still oj my cf list cuz what if i need him (info loker mas)","","","3","https://x.com/economiys/status/2050480431519424971/analytics","81","","1","","","","","","","","",""
